#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;Unnamed: 8;CapacityAbsDiff001;CapacityAbsDiff002;CapacityAbsDiff003;CapacityAbsDiff004;CapacityAbsDiff005;CapacityAbsDiff006;CapacityAbsDiff007;CapacityAbsDiff008;CapacityAbsDiff009;CapacityAbsDiff010
PLT;260;transport0260;GER02TERMFRA01DEAL-TRUCK-01;28/08/2025-00:00:00;30/08/2025-00:00:00;9.0;0.0;;;-4.0;-3.0;4.0;1.0;-2.0;2.0;8.0;-1.0;0.0
PLT;261;transport0261;GER02TERMGER03DEAL-TRUCK-01;02/06/2025-00:00:00;04/06/2025-00:00:00;9.0;810.0;;-4.0;7.0;7.0;;1.0;-3.0;8.0;5.0;3.0;-4.0
PLT;262;transport0262;GER02TERMGER03DEAL-TRUCK-01;04/06/2025-00:00:00;06/06/2025-00:00:00;5.0;450.0;;3.0;;-1.0;4.0;-3.0;-4.0;5.0;;;1.0
PLT;263;transport0263;GER02TERMGER03DEAL-TRUCK-01;05/06/2025-00:00:00;07/06/2025-00:00:00;9.0;810.0;;2.0;0.0;9.0;2.0;4.0;1.0;6.0;2.0;5.0;3.0
PLT;264;transport0264;GER02TERMGER03DEAL-TRUCK-01;06/06/2025-00:00:00;08/06/2025-00:00:00;14.0;1260.0;;1.0;-5.0;0.0;-3.0;1.0;;;;;-1.0
PLT;265;transport0265;GER02TERMGER03DEAL-TRUCK-01;09/06/2025-00:00:00;11/06/2025-00:00:00;9.0;810.0;;-1.0;-1.0;3.0;-4.0;5.0;2.0;8.0;-3.0;1.0;2.0
PLT;266;transport0266;GER02TERMGER03DEAL-TRUCK-01;11/06/2025-00:00:00;13/06/2025-00:00:00;5.0;450.0;;0.0;;-2.0;-3.0;4.0;-1.0;-1.0;-1.0;-4.0;7.0
PLT;267;transport0267;GER02TERMGER03DEAL-TRUCK-01;12/06/2025-00:00:00;14/06/2025-00:00:00;9.0;810.0;;9.0;2.0;1.0;-3.0;4.0;0.0;3.0;-2.0;-3.0;-2.0
PLT;268;transport0268;GER02TERMGER03DEAL-TRUCK-01;13/06/2025-00:00:00;15/06/2025-00:00:00;14.0;1260.0;;2.0;-4.0;10.0;-3.0;6.0;-1.0;-5.0;1.0;2.0;0.0
PLT;269;transport0269;GER02TERMGER03DEAL-TRUCK-01;16/06/2025-00:00:00;18/06/2025-00:00:00;9.0;810.0;;-2.0;-4.0;;1.0;-1.0;1.0;6.0;-3.0;-3.0;9.0
PLT;270;transport0270;GER02TERMGER03DEAL-TRUCK-01;18/06/2025-00:00:00;20/06/2025-00:00:00;5.0;450.0;;4.0;-3.0;3.0;3.0;6.0;-2.0;-1.0;-1.0;3.0;5.0
PLT;271;transport0271;GER02TERMGER03DEAL-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;9.0;810.0;;9.0;-3.0;3.0;;8.0;-3.0;0.0;;1.0;4.0
PLT;272;transport0272;GER02TERMGER03DEAL-TRUCK-01;20/06/2025-00:00:00;22/06/2025-00:00:00;14.0;1260.0;;10.0;1.0;8.0;-1.0;6.0;2.0;2.0;-2.0;6.0;8.0
PLT;273;transport0273;GER02TERMGER03DEAL-TRUCK-01;23/06/2025-00:00:00;25/06/2025-00:00:00;9.0;810.0;;7.0;;-1.0;-1.0;3.0;;8.0;-3.0;6.0;5.0
PLT;274;transport0274;GER02TERMGER03DEAL-TRUCK-01;25/06/2025-00:00:00;27/06/2025-00:00:00;5.0;450.0;;-3.0;-3.0;1.0;0.0;0.0;0.0;2.0;-4.0;1.0;4.0
PLT;275;transport0275;GER02TERMGER03DEAL-TRUCK-01;26/06/2025-00:00:00;28/06/2025-00:00:00;9.0;810.0;;;1.0;0.0;;7.0;;5.0;-2.0;8.0;-1.0
PLT;276;transport0276;GER02TERMGER03DEAL-TRUCK-01;27/06/2025-00:00:00;29/06/2025-00:00:00;14.0;1260.0;;3.0;1.0;7.0;1.0;4.0;-2.0;4.0;-1.0;3.0;10.0
PLT;277;transport0277;GER02TERMGER03DEAL-TRUCK-01;30/06/2025-00:00:00;02/07/2025-00:00:00;9.0;810.0;;-2.0;-4.0;5.0;-2.0;0.0;0.0;-2.0;-4.0;7.0;-2.0
PLT;278;transport0278;GER02TERMGER03DEAL-TRUCK-01;02/07/2025-00:00:00;04/07/2025-00:00:00;5.0;450.0;;-1.0;3.0;-4.0;0.0;-3.0;;-4.0;3.0;3.0;-2.0
PLT;279;transport0279;GER02TERMGER03DEAL-TRUCK-01;03/07/2025-00:00:00;05/07/2025-00:00:00;9.0;810.0;;-1.0;-4.0;6.0;-3.0;9.0;3.0;7.0;3.0;;6.0
PLT;280;transport0280;GER02TERMGER03DEAL-TRUCK-01;04/07/2025-00:00:00;06/07/2025-00:00:00;14.0;1260.0;;-4.0;-4.0;1.0;1.0;;-1.0;10.0;2.0;0.0;9.0
PLT;281;transport0281;GER02TERMGER03DEAL-TRUCK-01;07/07/2025-00:00:00;09/07/2025-00:00:00;9.0;810.0;;3.0;-1.0;2.0;-1.0;1.0;-3.0;9.0;-2.0;-2.0;3.0
PLT;282;transport0282;GER02TERMGER03DEAL-TRUCK-01;09/07/2025-00:00:00;11/07/2025-00:00:00;5.0;450.0;;1.0;3.0;1.0;-3.0;0.0;;6.0;6.0;;0.0
PLT;283;transport0283;GER02TERMGER03DEAL-TRUCK-01;10/07/2025-00:00:00;12/07/2025-00:00:00;9.0;810.0;;0.0;-2.0;;3.0;-4.0;0.0;6.0;5.0;1.0;9.0
PLT;284;transport0284;GER02TERMGER03DEAL-TRUCK-01;11/07/2025-00:00:00;13/07/2025-00:00:00;14.0;1260.0;;;-5.0;;-2.0;2.0;-3.0;1.0;;-3.0;10.0
PLT;285;transport0285;GER02TERMGER03DEAL-TRUCK-01;14/07/2025-00:00:00;16/07/2025-00:00:00;9.0;810.0;;0.0;;;2.0;-2.0;-3.0;5.0;2.0;1.0;8.0
PLT;286;transport0286;GER02TERMGER03DEAL-TRUCK-01;16/07/2025-00:00:00;18/07/2025-00:00:00;5.0;450.0;;1.0;1.0;-2.0;-4.0;0.0;;3.0;-2.0;-4.0;
PLT;287;transport0287;GER02TERMGER03DEAL-TRUCK-01;17/07/2025-00:00:00;19/07/2025-00:00:00;9.0;810.0;;-2.0;-4.0;-1.0;1.0;2.0;;;-2.0;-4.0;9.0
PLT;288;transport0288;GER02TERMGER03DEAL-TRUCK-01;18/07/2025-00:00:00;20/07/2025-00:00:00;14.0;1260.0;;-5.0;;1.0;-3.0;1.0;-5.0;-5.0;0.0;-3.0;0.0
PLT;289;transport0289;GER02TERMGER03DEAL-TRUCK-01;21/07/2025-00:00:00;23/07/2025-00:00:00;9.0;810.0;;-3.0;-4.0;1.0;-4.0;6.0;-2.0;-3.0;2.0;3.0;8.0
PLT;290;transport0290;GER02TERMGER03DEAL-TRUCK-01;23/07/2025-00:00:00;25/07/2025-00:00:00;5.0;450.0;;-3.0;2.0;;;2.0;-2.0;1.0;3.0;-4.0;4.0
PLT;291;transport0291;GER02TERMGER03DEAL-TRUCK-01;24/07/2025-00:00:00;26/07/2025-00:00:00;9.0;810.0;;;-2.0;-4.0;2.0;8.0;-1.0;0.0;4.0;;4.0
PLT;292;transport0292;GER02TERMGER03DEAL-TRUCK-01;25/07/2025-00:00:00;27/07/2025-00:00:00;14.0;1260.0;;-3.0;-5.0;;2.0;0.0;-2.0;-1.0;-1.0;0.0;1.0
PLT;293;transport0293;GER02TERMGER03DEAL-TRUCK-01;28/07/2025-00:00:00;30/07/2025-00:00:00;9.0;810.0;;1.0;1.0;3.0;-1.0;1.0;0.0;-1.0;2.0;;
PLT;294;transport0294;GER02TERMGER03DEAL-TRUCK-01;30/07/2025-00:00:00;01/08/2025-00:00:00;5.0;450.0;;-1.0;3.0;-1.0;3.0;;-1.0;-2.0;3.0;-4.0;1.0
PLT;295;transport0295;GER02TERMGER03DEAL-TRUCK-01;31/07/2025-00:00:00;02/08/2025-00:00:00;9.0;810.0;;1.0;3.0;0.0;-2.0;2.0;-1.0;1.0;0.0;2.0;-2.0
PLT;296;transport0296;GER02TERMGER03DEAL-TRUCK-01;01/08/2025-00:00:00;03/08/2025-00:00:00;14.0;1260.0;;-5.0;-1.0;1.0;9.0;-3.0;-4.0;1.0;7.0;-5.0;-4.0
PLT;297;transport0297;GER02TERMGER03DEAL-TRUCK-01;04/08/2025-00:00:00;06/08/2025-00:00:00;9.0;810.0;;1.0;6.0;6.0;7.0;-3.0;2.0;-1.0;;1.0;-1.0
PLT;298;transport0298;GER02TERMGER03DEAL-TRUCK-01;06/08/2025-00:00:00;08/08/2025-00:00:00;5.0;450.0;;-2.0;;0.0;7.0;0.0;3.0;-3.0;0.0;0.0;2.0
PLT;299;transport0299;GER02TERMGER03DEAL-TRUCK-01;07/08/2025-00:00:00;09/08/2025-00:00:00;9.0;810.0;;2.0;-1.0;3.0;0.0;1.0;2.0;1.0;3.0;-3.0;1.0
PLT;300;transport0300;GER02TERMGER03DEAL-TRUCK-01;08/08/2025-00:00:00;10/08/2025-00:00:00;14.0;1260.0;;2.0;-2.0;0.0;5.0;-4.0;10.0;2.0;1.0;;-2.0
PLT;301;transport0301;GER02TERMGER03DEAL-TRUCK-01;11/08/2025-00:00:00;13/08/2025-00:00:00;9.0;810.0;;8.0;3.0;5.0;-1.0;-2.0;-2.0;2.0;3.0;;0.0
PLT;302;transport0302;GER02TERMGER03DEAL-TRUCK-01;13/08/2025-00:00:00;15/08/2025-00:00:00;5.0;450.0;;0.0;;-3.0;3.0;-3.0;;;;0.0;-2.0
PLT;303;transport0303;GER02TERMGER03DEAL-TRUCK-01;14/08/2025-00:00:00;16/08/2025-00:00:00;9.0;810.0;;-1.0;-1.0;2.0;2.0;1.0;4.0;2.0;0.0;-4.0;1.0
PLT;304;transport0304;GER02TERMGER03DEAL-TRUCK-01;15/08/2025-00:00:00;17/08/2025-00:00:00;14.0;1260.0;;;;8.0;2.0;1.0;9.0;10.0;-4.0;-1.0;0.0
PLT;305;transport0305;GER02TERMGER03DEAL-TRUCK-01;18/08/2025-00:00:00;20/08/2025-00:00:00;9.0;810.0;;;1.0;4.0;-1.0;-1.0;2.0;1.0;0.0;-2.0;2.0
PLT;306;transport0306;GER02TERMGER03DEAL-TRUCK-01;20/08/2025-00:00:00;22/08/2025-00:00:00;5.0;450.0;;;0.0;-3.0;7.0;2.0;2.0;;1.0;-3.0;2.0
PLT;307;transport0307;GER02TERMGER03DEAL-TRUCK-01;21/08/2025-00:00:00;23/08/2025-00:00:00;9.0;810.0;;-4.0;3.0;2.0;5.0;0.0;;-2.0;2.0;-1.0;7.0
PLT;308;transport0308;GER02TERMGER03DEAL-TRUCK-01;22/08/2025-00:00:00;24/08/2025-00:00:00;14.0;1260.0;;1.0;-3.0;0.0;-1.0;1.0;8.0;5.0;-5.0;-1.0;1.0
PLT;309;transport0309;GER02TERMGER03DEAL-TRUCK-01;25/08/2025-00:00:00;27/08/2025-00:00:00;9.0;810.0;;1.0;;2.0;5.0;0.0;3.0;1.0;-2.0;2.0;-2.0
PLT;310;transport0310;GER02TERMGER03DEAL-TRUCK-01;27/08/2025-00:00:00;29/08/2025-00:00:00;5.0;450.0;;;-4.0;5.0;5.0;-1.0;6.0;-3.0;0.0;-2.0;-1.0
PLT;311;transport0311;GER02TERMGER03DEAL-TRUCK-01;28/08/2025-00:00:00;30/08/2025-00:00:00;9.0;810.0;;3.0;2.0;7.0;4.0;1.0;2.0;8.0;3.0;-4.0;5.0
PLT;312;transport0312;GER02TERMGER03DEAL-TRUCK-01;29/08/2025-00:00:00;31/08/2025-00:00:00;14.0;1260.0;;-3.0;2.0;3.0;6.0;-5.0;5.0;0.0;1.0;;4.0
PLT;313;transport0313;BEL01TERMGER03DEAL-TRUCK-01;02/06/2025-00:00:00;03/06/2025-00:00:00;4.0;0.0;;0.0;0.0;2.0;-1.0;5.0;-3.0;-1.0;4.0;0.0;
PLT;314;transport0314;BEL01TERMGER03DEAL-TRUCK-01;03/06/2025-00:00:00;04/06/2025-00:00:00;4.0;0.0;;5.0;-1.0;3.0;-2.0;;-3.0;3.0;5.0;;2.0
PLT;315;transport0315;BEL01TERMGER03DEAL-TRUCK-01;04/06/2025-00:00:00;05/06/2025-00:00:00;4.0;0.0;;3.0;-1.0;-3.0;3.0;0.0;5.0;;-2.0;0.0;8.0
PLT;316;transport0316;BEL01TERMGER03DEAL-TRUCK-01;09/06/2025-00:00:00;10/06/2025-00:00:00;4.0;0.0;;0.0;;2.0;3.0;;;1.0;-1.0;-2.0;-1.0
PLT;317;transport0317;BEL01TERMGER03DEAL-TRUCK-01;10/06/2025-00:00:00;11/06/2025-00:00:00;4.0;0.0;;3.0;5.0;3.0;;1.0;4.0;0.0;-3.0;5.0;4.0
PLT;318;transport0318;BEL01TERMGER03DEAL-TRUCK-01;11/06/2025-00:00:00;12/06/2025-00:00:00;4.0;0.0;;-3.0;4.0;-3.0;-3.0;6.0;0.0;5.0;3.0;;5.0
PLT;319;transport0319;BEL01TERMGER03DEAL-TRUCK-01;16/06/2025-00:00:00;17/06/2025-00:00:00;4.0;0.0;;0.0;4.0;2.0;5.0;0.0;1.0;4.0;0.0;;
PLT;320;transport0320;BEL01TERMGER03DEAL-TRUCK-01;17/06/2025-00:00:00;18/06/2025-00:00:00;4.0;0.0;;;5.0;0.0;-3.0;;3.0;-1.0;1.0;3.0;
PLT;321;transport0321;BEL01TERMGER03DEAL-TRUCK-01;18/06/2025-00:00:00;19/06/2025-00:00:00;4.0;0.0;;6.0;5.0;;2.0;4.0;4.0;-1.0;0.0;-2.0;
PLT;322;transport0322;BEL01TERMGER03DEAL-TRUCK-01;23/06/2025-00:00:00;24/06/2025-00:00:00;4.0;0.0;;2.0;2.0;1.0;3.0;4.0;2.0;2.0;-1.0;;3.0
PLT;323;transport0323;BEL01TERMGER03DEAL-TRUCK-01;24/06/2025-00:00:00;25/06/2025-00:00:00;4.0;0.0;;2.0;;5.0;5.0;;3.0;-1.0;5.0;5.0;1.0
PLT;324;transport0324;BEL01TERMGER03DEAL-TRUCK-01;25/06/2025-00:00:00;26/06/2025-00:00:00;4.0;0.0;;-1.0;6.0;;3.0;-1.0;2.0;3.0;5.0;0.0;5.0
PLT;325;transport0325;BEL01TERMGER03DEAL-TRUCK-01;30/06/2025-00:00:00;01/07/2025-00:00:00;4.0;0.0;;1.0;-3.0;-3.0;4.0;-1.0;4.0;4.0;1.0;5.0;0.0
PLT;326;transport0326;BEL01TERMGER03DEAL-TRUCK-01;01/07/2025-00:00:00;02/07/2025-00:00:00;4.0;0.0;;-2.0;-2.0;;-3.0;5.0;-2.0;-1.0;1.0;2.0;6.0
PLT;327;transport0327;BEL01TERMGER03DEAL-TRUCK-01;02/07/2025-00:00:00;03/07/2025-00:00:00;4.0;0.0;;;5.0;0.0;;3.0;;3.0;3.0;4.0;
PLT;328;transport0328;BEL01TERMGER03DEAL-TRUCK-01;07/07/2025-00:00:00;08/07/2025-00:00:00;4.0;0.0;;;5.0;-1.0;0.0;0.0;1.0;0.0;4.0;-1.0;5.0
PLT;329;transport0329;BEL01TERMGER03DEAL-TRUCK-01;08/07/2025-00:00:00;09/07/2025-00:00:00;4.0;0.0;;0.0;-1.0;3.0;;3.0;6.0;0.0;-2.0;1.0;2.0
PLT;330;transport0330;BEL01TERMGER03DEAL-TRUCK-01;09/07/2025-00:00:00;10/07/2025-00:00:00;4.0;0.0;;0.0;1.0;-1.0;3.0;-1.0;-1.0;5.0;4.0;-3.0;-1.0
PLT;331;transport0331;BEL01TERMGER03DEAL-TRUCK-01;14/07/2025-00:00:00;15/07/2025-00:00:00;4.0;0.0;;-3.0;3.0;3.0;-1.0;;6.0;;0.0;3.0;2.0
PLT;332;transport0332;BEL01TERMGER03DEAL-TRUCK-01;15/07/2025-00:00:00;16/07/2025-00:00:00;4.0;0.0;;;1.0;2.0;-1.0;2.0;-2.0;3.0;0.0;3.0;
PLT;333;transport0333;BEL01TERMGER03DEAL-TRUCK-01;16/07/2025-00:00:00;17/07/2025-00:00:00;4.0;0.0;;6.0;4.0;-1.0;5.0;4.0;6.0;;5.0;2.0;3.0
PLT;334;transport0334;BEL01TERMGER03DEAL-TRUCK-01;21/07/2025-00:00:00;22/07/2025-00:00:00;4.0;0.0;;0.0;4.0;-1.0;;3.0;1.0;3.0;-2.0;;
PLT;335;transport0335;BEL01TERMGER03DEAL-TRUCK-01;22/07/2025-00:00:00;23/07/2025-00:00:00;4.0;0.0;;3.0;1.0;-3.0;0.0;3.0;2.0;;-3.0;0.0;2.0
PLT;336;transport0336;BEL01TERMGER03DEAL-TRUCK-01;23/07/2025-00:00:00;24/07/2025-00:00:00;4.0;0.0;;3.0;0.0;2.0;3.0;-2.0;;-2.0;1.0;-2.0;-1.0
PLT;337;transport0337;BEL01TERMGER03DEAL-TRUCK-01;28/07/2025-00:00:00;29/07/2025-00:00:00;4.0;0.0;;;-3.0;3.0;6.0;-3.0;4.0;-1.0;6.0;3.0;4.0
PLT;338;transport0338;BEL01TERMGER03DEAL-TRUCK-01;29/07/2025-00:00:00;30/07/2025-00:00:00;4.0;0.0;;;0.0;4.0;-2.0;5.0;2.0;-2.0;-2.0;5.0;1.0
PLT;339;transport0339;BEL01TERMGER03DEAL-TRUCK-01;30/07/2025-00:00:00;31/07/2025-00:00:00;4.0;0.0;;4.0;-3.0;-1.0;-3.0;2.0;6.0;1.0;;-2.0;
PLT;340;transport0340;BEL01TERMGER03DEAL-TRUCK-01;04/08/2025-00:00:00;05/08/2025-00:00:00;4.0;0.0;;3.0;-2.0;-2.0;;-1.0;4.0;-3.0;6.0;4.0;
PLT;341;transport0341;BEL01TERMGER03DEAL-TRUCK-01;05/08/2025-00:00:00;06/08/2025-00:00:00;4.0;0.0;;-1.0;1.0;6.0;7.0;;;1.0;5.0;1.0;4.0
PLT;342;transport0342;BEL01TERMGER03DEAL-TRUCK-01;06/08/2025-00:00:00;07/08/2025-00:00:00;4.0;0.0;;2.0;5.0;2.0;1.0;0.0;-3.0;1.0;;2.0;4.0
PLT;343;transport0343;BEL01TERMGER03DEAL-TRUCK-01;11/08/2025-00:00:00;12/08/2025-00:00:00;4.0;0.0;;;1.0;;0.0;2.0;-1.0;6.0;2.0;-3.0;-3.0
PLT;344;transport0344;BEL01TERMGER03DEAL-TRUCK-01;12/08/2025-00:00:00;13/08/2025-00:00:00;4.0;0.0;;2.0;-3.0;-3.0;;4.0;3.0;0.0;3.0;;2.0
PLT;345;transport0345;BEL01TERMGER03DEAL-TRUCK-01;13/08/2025-00:00:00;14/08/2025-00:00:00;4.0;0.0;;;2.0;;3.0;-1.0;0.0;-3.0;5.0;6.0;2.0
PLT;346;transport0346;BEL01TERMGER03DEAL-TRUCK-01;18/08/2025-00:00:00;19/08/2025-00:00:00;4.0;0.0;;1.0;0.0;3.0;2.0;2.0;-3.0;4.0;4.0;4.0;-3.0
PLT;347;transport0347;BEL01TERMGER03DEAL-TRUCK-01;19/08/2025-00:00:00;20/08/2025-00:00:00;4.0;0.0;;;1.0;4.0;2.0;-3.0;0.0;-2.0;-3.0;4.0;
PLT;348;transport0348;BEL01TERMGER03DEAL-TRUCK-01;20/08/2025-00:00:00;21/08/2025-00:00:00;4.0;0.0;;6.0;3.0;;4.0;3.0;5.0;1.0;-2.0;5.0;8.0
PLT;349;transport0349;BEL01TERMGER03DEAL-TRUCK-01;25/08/2025-00:00:00;26/08/2025-00:00:00;4.0;0.0;;1.0;4.0;1.0;0.0;;;4.0;5.0;2.0;
PLT;350;transport0350;BEL01TERMGER03DEAL-TRUCK-01;26/08/2025-00:00:00;27/08/2025-00:00:00;4.0;0.0;;5.0;-3.0;-1.0;2.0;8.0;6.0;5.0;4.0;-1.0;-2.0
PLT;351;transport0351;BEL01TERMGER03DEAL-TRUCK-01;27/08/2025-00:00:00;28/08/2025-00:00:00;4.0;0.0;;4.0;1.0;2.0;1.0;5.0;-1.0;-1.0;1.0;;4.0
PLT;352;transport0352;BEL01TERMFRA01DEAL-TRUCK-01;02/06/2025-00:00:00;03/06/2025-00:00:00;9.0;0.0;;5.0;5.0;-1.0;5.0;4.0;-1.0;2.0;0.0;3.0;3.0
PLT;353;transport0353;BEL01TERMFRA01DEAL-TRUCK-01;03/06/2025-00:00:00;04/06/2025-00:00:00;9.0;0.0;;3.0;4.0;-2.0;0.0;-2.0;1.0;;-2.0;-4.0;2.0
PLT;354;transport0354;BEL01TERMFRA01DEAL-TRUCK-01;04/06/2025-00:00:00;05/06/2025-00:00:00;9.0;0.0;;4.0;1.0;1.0;5.0;-2.0;2.0;10.0;1.0;0.0;4.0
PLT;355;transport0355;BEL01TERMFRA01DEAL-TRUCK-01;05/06/2025-00:00:00;06/06/2025-00:00:00;9.0;0.0;;-3.0;2.0;-3.0;2.0;-1.0;1.0;-3.0;2.0;-3.0;1.0
PLT;356;transport0356;BEL01TERMFRA01DEAL-TRUCK-01;06/06/2025-00:00:00;07/06/2025-00:00:00;9.0;0.0;;;-3.0;1.0;4.0;3.0;4.0;-3.0;5.0;-3.0;0.0
PLT;357;transport0357;BEL01TERMFRA01DEAL-TRUCK-01;09/06/2025-00:00:00;10/06/2025-00:00:00;9.0;0.0;;0.0;-3.0;1.0;-1.0;-1.0;-3.0;1.0;-3.0;5.0;3.0
PLT;358;transport0358;BEL01TERMFRA01DEAL-TRUCK-01;10/06/2025-00:00:00;11/06/2025-00:00:00;9.0;0.0;;-4.0;5.0;6.0;1.0;2.0;-2.0;-3.0;0.0;-2.0;6.0
PLT;359;transport0359;BEL01TERMFRA01DEAL-TRUCK-01;11/06/2025-00:00:00;12/06/2025-00:00:00;9.0;0.0;;3.0;;0.0;-3.0;-1.0;5.0;-1.0;4.0;5.0;-1.0
PLT;360;transport0360;BEL01TERMFRA01DEAL-TRUCK-01;12/06/2025-00:00:00;13/06/2025-00:00:00;9.0;0.0;;-1.0;9.0;-3.0;3.0;;-2.0;6.0;5.0;-3.0;5.0
PLT;361;transport0361;BEL01TERMFRA01DEAL-TRUCK-01;13/06/2025-00:00:00;14/06/2025-00:00:00;9.0;0.0;;-1.0;0.0;4.0;3.0;12.0;-2.0;-4.0;4.0;0.0;-1.0
PLT;362;transport0362;BEL01TERMFRA01DEAL-TRUCK-01;16/06/2025-00:00:00;17/06/2025-00:00:00;9.0;0.0;;5.0;1.0;-2.0;2.0;-1.0;-3.0;3.0;2.0;3.0;
PLT;363;transport0363;BEL01TERMFRA01DEAL-TRUCK-01;17/06/2025-00:00:00;18/06/2025-00:00:00;9.0;0.0;;;3.0;1.0;;-1.0;-1.0;-1.0;0.0;-2.0;10.0
PLT;364;transport0364;BEL01TERMFRA01DEAL-TRUCK-01;18/06/2025-00:00:00;19/06/2025-00:00:00;9.0;0.0;;5.0;4.0;4.0;5.0;;-3.0;-2.0;4.0;2.0;0.0
PLT;365;transport0365;BEL01TERMFRA01DEAL-TRUCK-01;19/06/2025-00:00:00;20/06/2025-00:00:00;9.0;0.0;;3.0;2.0;5.0;-2.0;12.0;4.0;;3.0;3.0;3.0
PLT;366;transport0366;BEL01TERMFRA01DEAL-TRUCK-01;20/06/2025-00:00:00;21/06/2025-00:00:00;9.0;0.0;;6.0;3.0;-1.0;3.0;6.0;0.0;6.0;-3.0;4.0;4.0
PLT;367;transport0367;BEL01TERMFRA01DEAL-TRUCK-01;23/06/2025-00:00:00;24/06/2025-00:00:00;9.0;0.0;;-2.0;2.0;4.0;5.0;4.0;;-3.0;-2.0;4.0;2.0
PLT;368;transport0368;BEL01TERMFRA01DEAL-TRUCK-01;24/06/2025-00:00:00;25/06/2025-00:00:00;9.0;0.0;;-3.0;4.0;-2.0;-2.0;1.0;9.0;2.0;2.0;;-2.0
PLT;369;transport0369;BEL01TERMFRA01DEAL-TRUCK-01;25/06/2025-00:00:00;26/06/2025-00:00:00;9.0;0.0;;;-2.0;2.0;4.0;3.0;;1.0;4.0;11.0;0.0
PLT;370;transport0370;BEL01TERMFRA01DEAL-TRUCK-01;26/06/2025-00:00:00;27/06/2025-00:00:00;9.0;0.0;;12.0;-4.0;4.0;1.0;;-2.0;-3.0;2.0;5.0;2.0
PLT;371;transport0371;BEL01TERMFRA01DEAL-TRUCK-01;27/06/2025-00:00:00;28/06/2025-00:00:00;9.0;0.0;;1.0;1.0;5.0;2.0;3.0;18.0;1.0;3.0;-1.0;-3.0
PLT;372;transport0372;BEL01TERMFRA01DEAL-TRUCK-01;30/06/2025-00:00:00;01/07/2025-00:00:00;9.0;0.0;;0.0;6.0;-2.0;-3.0;4.0;0.0;-1.0;1.0;2.0;4.0
PLT;373;transport0373;BEL01TERMFRA01DEAL-TRUCK-01;01/07/2025-00:00:00;02/07/2025-00:00:00;9.0;0.0;;;-1.0;-1.0;;5.0;4.0;-3.0;5.0;1.0;-3.0
PLT;374;transport0374;BEL01TERMFRA01DEAL-TRUCK-01;02/07/2025-00:00:00;03/07/2025-00:00:00;9.0;0.0;;3.0;6.0;-3.0;11.0;-3.0;-2.0;-1.0;4.0;-2.0;
PLT;375;transport0375;BEL01TERMFRA01DEAL-TRUCK-01;03/07/2025-00:00:00;04/07/2025-00:00:00;9.0;0.0;;8.0;-2.0;3.0;4.0;;-2.0;-3.0;3.0;-1.0;2.0
PLT;376;transport0376;BEL01TERMFRA01DEAL-TRUCK-01;04/07/2025-00:00:00;05/07/2025-00:00:00;9.0;0.0;;2.0;6.0;0.0;4.0;9.0;3.0;5.0;2.0;3.0;13.0
PLT;377;transport0377;BEL01TERMFRA01DEAL-TRUCK-01;07/07/2025-00:00:00;08/07/2025-00:00:00;9.0;0.0;;4.0;1.0;1.0;5.0;0.0;-1.0;0.0;4.0;;0.0
PLT;378;transport0378;BEL01TERMFRA01DEAL-TRUCK-01;08/07/2025-00:00:00;09/07/2025-00:00:00;9.0;0.0;;0.0;2.0;0.0;2.0;;2.0;3.0;1.0;9.0;4.0
PLT;379;transport0379;BEL01TERMFRA01DEAL-TRUCK-01;09/07/2025-00:00:00;10/07/2025-00:00:00;9.0;0.0;;2.0;;-1.0;-1.0;10.0;-4.0;-2.0;3.0;3.0;3.0
PLT;380;transport0380;BEL01TERMFRA01DEAL-TRUCK-01;10/07/2025-00:00:00;11/07/2025-00:00:00;9.0;0.0;;1.0;17.0;5.0;;-3.0;2.0;;-4.0;3.0;0.0
PLT;381;transport0381;BEL01TERMFRA01DEAL-TRUCK-01;11/07/2025-00:00:00;12/07/2025-00:00:00;9.0;0.0;;3.0;2.0;5.0;16.0;;-4.0;12.0;3.0;-3.0;2.0
PLT;382;transport0382;BEL01TERMFRA01DEAL-TRUCK-01;14/07/2025-00:00:00;15/07/2025-00:00:00;9.0;0.0;;0.0;6.0;1.0;4.0;0.0;2.0;6.0;;1.0;3.0
PLT;383;transport0383;BEL01TERMFRA01DEAL-TRUCK-01;15/07/2025-00:00:00;16/07/2025-00:00:00;9.0;0.0;;-4.0;4.0;1.0;0.0;4.0;-2.0;-3.0;8.0;;-1.0
PLT;384;transport0384;BEL01TERMFRA01DEAL-TRUCK-01;16/07/2025-00:00:00;17/07/2025-00:00:00;9.0;0.0;;5.0;-4.0;3.0;;4.0;-3.0;5.0;;11.0;-2.0
PLT;385;transport0385;BEL01TERMFRA01DEAL-TRUCK-01;17/07/2025-00:00:00;18/07/2025-00:00:00;9.0;0.0;;;-3.0;4.0;2.0;-4.0;4.0;-1.0;6.0;0.0;2.0
PLT;386;transport0386;BEL01TERMFRA01DEAL-TRUCK-01;18/07/2025-00:00:00;19/07/2025-00:00:00;9.0;0.0;;5.0;-1.0;-2.0;13.0;4.0;-3.0;3.0;5.0;0.0;
