#TRO-Keyword;ID(long);Code;ModelCode;OriginCode;DestinationCode;AvailableDateOrigin;DesignatedPathCode;DueDateDestinaton;
#TRONXT-Keyword;TransportObjectCode;NextDispatchSiteCode;NextDispatchSiteArrivalDate;
#TROPTH-Keyword;TransportObjectCode;OptionIndex;PathCode;
TRO;1;veh0000000000001;Standard;GER01PLANT;FRA01DEAL;02/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;14/06/2025-00:00:00;
TROPTH;veh0000000000145;2;GER01PLANT->FRA01DEAL-278;
TRO;146;veh0000000000146;Standard;GER01PLANT;FRA01DEAL;26/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;09/07/2025-00:00:00;
TRONXT;veh0000000000146;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000146;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000146;2;GER01PLANT->FRA01DEAL-278;
TRO;147;veh0000000000147;Standard;GER01PLANT;FRA01DEAL;26/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;01/07/2025-00:00:00;
TRONXT;veh0000000000147;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000147;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000147;2;GER01PLANT->FRA01DEAL-278;
TRO;148;veh0000000000148;Standard;GER01PLANT;FRA01DEAL;26/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;10/07/2025-00:00:00;
TRONXT;veh0000000000148;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000148;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000148;2;GER01PLANT->FRA01DEAL-278;
TRO;149;veh0000000000149;Standard;GER01PLANT;FRA01DEAL;26/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;08/07/2025-00:00:00;
TRONXT;veh0000000000149;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000149;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000149;2;GER01PLANT->FRA01DEAL-278;
TRO;150;veh0000000000150;Standard;GER01PLANT;FRA01DEAL;26/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;06/07/2025-00:00:00;
TRONXT;veh0000000000150;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000150;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000150;2;GER01PLANT->FRA01DEAL-278;
TRO;151;veh0000000000151;Standard;GER01PLANT;FRA01DEAL;27/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;09/07/2025-00:00:00;
TRONXT;veh0000000000151;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000151;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000151;2;GER01PLANT->FRA01DEAL-278;
TRO;152;veh0000000000152;Standard;GER01PLANT;FRA01DEAL;27/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;09/07/2025-00:00:00;
TRONXT;veh0000000000152;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000152;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000152;2;GER01PLANT->FRA01DEAL-278;
TRO;153;veh0000000000153;Standard;GER01PLANT;FRA01DEAL;27/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;05/07/2025-00:00:00;
TRONXT;veh0000000000153;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000153;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000153;2;GER01PLANT->FRA01DEAL-278;
TRO;154;veh0000000000154;Standard;GER01PLANT;FRA01DEAL;27/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;03/07/2025-00:00:00;
TRONXT;veh0000000000154;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000154;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000154;2;GER01PLANT->FRA01DEAL-278;
TRO;155;veh0000000000155;Standard;GER01PLANT;FRA01DEAL;27/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;05/07/2025-00:00:00;
TRONXT;veh0000000000155;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000155;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000155;2;GER01PLANT->FRA01DEAL-278;
TRO;156;veh0000000000156;Standard;GER01PLANT;FRA01DEAL;27/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;09/07/2025-00:00:00;
TRONXT;veh0000000000156;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000156;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000156;2;GER01PLANT->FRA01DEAL-278;
TRO;157;veh0000000000157;Standard;GER01PLANT;FRA01DEAL;27/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;10/07/2025-00:00:00;
TRONXT;veh0000000000157;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000157;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000157;2;GER01PLANT->FRA01DEAL-278;
TRO;158;veh0000000000158;Standard;GER01PLANT;FRA01DEAL;27/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;04/07/2025-00:00:00;
TRONXT;veh0000000000158;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000158;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000158;2;GER01PLANT->FRA01DEAL-278;
TRO;159;veh0000000000159;Standard;GER01PLANT;FRA01DEAL;27/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;10/07/2025-00:00:00;
TRONXT;veh0000000000159;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000159;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000159;2;GER01PLANT->FRA01DEAL-278;
TRO;160;veh0000000000160;Standard;GER01PLANT;FRA01DEAL;27/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;10/07/2025-00:00:00;
TRONXT;veh0000000000160;GER01PLANT;27/06/2025-00:00:00;
TROPTH;veh0000000000160;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000160;2;GER01PLANT->FRA01DEAL-278;
TRO;161;veh0000000000161;Standard;GER01PLANT;FRA01DEAL;30/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;10/07/2025-00:00:00;
TRONXT;veh0000000000161;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000161;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000161;2;GER01PLANT->FRA01DEAL-278;
TRO;162;veh0000000000162;Standard;GER01PLANT;FRA01DEAL;30/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;10/07/2025-00:00:00;
TRONXT;veh0000000000162;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000162;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000162;2;GER01PLANT->FRA01DEAL-278;
TRO;163;veh0000000000163;Standard;GER01PLANT;FRA01DEAL;30/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;12/07/2025-00:00:00;
TRONXT;veh0000000000163;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000163;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000163;2;GER01PLANT->FRA01DEAL-278;
TRO;164;veh0000000000164;Standard;GER01PLANT;FRA01DEAL;30/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;09/07/2025-00:00:00;
TRONXT;veh0000000000164;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000164;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000164;2;GER01PLANT->FRA01DEAL-278;
TRO;165;veh0000000000165;Standard;GER01PLANT;FRA01DEAL;30/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;12/07/2025-00:00:00;
TRONXT;veh0000000000165;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000165;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000165;2;GER01PLANT->FRA01DEAL-278;
TRO;166;veh0000000000166;Standard;GER01PLANT;FRA01DEAL;30/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;12/07/2025-00:00:00;
TRONXT;veh0000000000166;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000166;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000166;2;GER01PLANT->FRA01DEAL-278;
TRO;167;veh0000000000167;Standard;GER01PLANT;FRA01DEAL;30/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;07/07/2025-00:00:00;
TRONXT;veh0000000000167;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000167;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000167;2;GER01PLANT->FRA01DEAL-278;
TRO;168;veh0000000000168;Standard;GER01PLANT;FRA01DEAL;30/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;11/07/2025-00:00:00;
TRONXT;veh0000000000168;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000168;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000168;2;GER01PLANT->FRA01DEAL-278;
TRO;169;veh0000000000169;Standard;GER01PLANT;FRA01DEAL;30/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;09/07/2025-00:00:00;
TRONXT;veh0000000000169;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000169;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000169;2;GER01PLANT->FRA01DEAL-278;
TRO;170;veh0000000000170;Standard;GER01PLANT;FRA01DEAL;30/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;08/07/2025-00:00:00;
TRONXT;veh0000000000170;GER01PLANT;30/06/2025-00:00:00;
TROPTH;veh0000000000170;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000170;2;GER01PLANT->FRA01DEAL-278;
TRO;171;veh0000000000171;Standard;GER01PLANT;FRA01DEAL;01/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;08/07/2025-00:00:00;
TRONXT;veh0000000000171;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000171;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000171;2;GER01PLANT->FRA01DEAL-278;
TRO;172;veh0000000000172;Standard;GER01PLANT;FRA01DEAL;01/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;12/07/2025-00:00:00;
TRONXT;veh0000000000172;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000172;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000172;2;GER01PLANT->FRA01DEAL-278;
TRO;173;veh0000000000173;Standard;GER01PLANT;FRA01DEAL;01/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;08/07/2025-00:00:00;
TRONXT;veh0000000000173;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000173;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000173;2;GER01PLANT->FRA01DEAL-278;
TRO;174;veh0000000000174;Standard;GER01PLANT;FRA01DEAL;01/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;12/07/2025-00:00:00;
TRONXT;veh0000000000174;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000174;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000174;2;GER01PLANT->FRA01DEAL-278;
TRO;175;veh0000000000175;Standard;GER01PLANT;FRA01DEAL;01/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;14/07/2025-00:00:00;
TRONXT;veh0000000000175;GER01PLANT;01/07/2025-00:00:00;
TROPTH;veh0000000000175;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000175;2;GER01PLANT->FRA01DEAL-278;
TRO;176;veh0000000000176;Standard;GER01PLANT;FRA01DEAL;02/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;10/07/2025-00:00:00;
TRONXT;veh0000000000176;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000176;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000176;2;GER01PLANT->FRA01DEAL-278;
TRO;177;veh0000000000177;Standard;GER01PLANT;FRA01DEAL;02/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;07/07/2025-00:00:00;
TRONXT;veh0000000000177;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000177;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000177;2;GER01PLANT->FRA01DEAL-278;
TRO;178;veh0000000000178;Standard;GER01PLANT;FRA01DEAL;02/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;07/07/2025-00:00:00;
TRONXT;veh0000000000178;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000178;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000178;2;GER01PLANT->FRA01DEAL-278;
TRO;179;veh0000000000179;Standard;GER01PLANT;FRA01DEAL;02/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;15/07/2025-00:00:00;
TRONXT;veh0000000000179;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000179;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000179;2;GER01PLANT->FRA01DEAL-278;
TRO;180;veh0000000000180;Standard;GER01PLANT;FRA01DEAL;02/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000180;GER01PLANT;02/07/2025-00:00:00;
TROPTH;veh0000000000180;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000180;2;GER01PLANT->FRA01DEAL-278;
TRO;181;veh0000000000181;Standard;GER01PLANT;FRA01DEAL;03/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;14/07/2025-00:00:00;
TRONXT;veh0000000000181;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000181;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000181;2;GER01PLANT->FRA01DEAL-278;
TRO;182;veh0000000000182;Standard;GER01PLANT;FRA01DEAL;03/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;12/07/2025-00:00:00;
TRONXT;veh0000000000182;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000182;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000182;2;GER01PLANT->FRA01DEAL-278;
TRO;183;veh0000000000183;Standard;GER01PLANT;FRA01DEAL;03/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;10/07/2025-00:00:00;
TRONXT;veh0000000000183;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000183;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000183;2;GER01PLANT->FRA01DEAL-278;
TRO;184;veh0000000000184;Standard;GER01PLANT;FRA01DEAL;03/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;14/07/2025-00:00:00;
TRONXT;veh0000000000184;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000184;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000184;2;GER01PLANT->FRA01DEAL-278;
TRO;185;veh0000000000185;Standard;GER01PLANT;FRA01DEAL;03/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;11/07/2025-00:00:00;
TRONXT;veh0000000000185;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000185;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000185;2;GER01PLANT->FRA01DEAL-278;
TRO;186;veh0000000000186;Standard;GER01PLANT;FRA01DEAL;03/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;12/07/2025-00:00:00;
TRONXT;veh0000000000186;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000186;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000186;2;GER01PLANT->FRA01DEAL-278;
TRO;187;veh0000000000187;Standard;GER01PLANT;FRA01DEAL;03/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;14/07/2025-00:00:00;
TRONXT;veh0000000000187;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000187;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000187;2;GER01PLANT->FRA01DEAL-278;
TRO;188;veh0000000000188;Standard;GER01PLANT;FRA01DEAL;03/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;09/07/2025-00:00:00;
TRONXT;veh0000000000188;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000188;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000188;2;GER01PLANT->FRA01DEAL-278;
TRO;189;veh0000000000189;Standard;GER01PLANT;FRA01DEAL;03/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;11/07/2025-00:00:00;
TRONXT;veh0000000000189;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000189;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000189;2;GER01PLANT->FRA01DEAL-278;
TRO;190;veh0000000000190;Standard;GER01PLANT;FRA01DEAL;03/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;18/07/2025-00:00:00;
TRONXT;veh0000000000190;GER01PLANT;03/07/2025-00:00:00;
TROPTH;veh0000000000190;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000190;2;GER01PLANT->FRA01DEAL-278;
TRO;191;veh0000000000191;Standard;GER01PLANT;FRA01DEAL;04/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;15/07/2025-00:00:00;
TRONXT;veh0000000000191;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000191;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000191;2;GER01PLANT->FRA01DEAL-278;
TRO;192;veh0000000000192;Standard;GER01PLANT;FRA01DEAL;04/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;13/07/2025-00:00:00;
TRONXT;veh0000000000192;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000192;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000192;2;GER01PLANT->FRA01DEAL-278;
TRO;193;veh0000000000193;Standard;GER01PLANT;FRA01DEAL;04/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;11/07/2025-00:00:00;
TRONXT;veh0000000000193;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000193;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000193;2;GER01PLANT->FRA01DEAL-278;
TRO;194;veh0000000000194;Standard;GER01PLANT;FRA01DEAL;04/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;13/07/2025-00:00:00;
TRONXT;veh0000000000194;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000194;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000194;2;GER01PLANT->FRA01DEAL-278;
TRO;195;veh0000000000195;Standard;GER01PLANT;FRA01DEAL;04/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;10/07/2025-00:00:00;
TRONXT;veh0000000000195;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000195;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000195;2;GER01PLANT->FRA01DEAL-278;
TRO;196;veh0000000000196;Standard;GER01PLANT;FRA01DEAL;04/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000196;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000196;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000196;2;GER01PLANT->FRA01DEAL-278;
TRO;197;veh0000000000197;Standard;GER01PLANT;FRA01DEAL;04/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000197;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000197;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000197;2;GER01PLANT->FRA01DEAL-278;
TRO;198;veh0000000000198;Standard;GER01PLANT;FRA01DEAL;04/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000198;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000198;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000198;2;GER01PLANT->FRA01DEAL-278;
TRO;199;veh0000000000199;Standard;GER01PLANT;FRA01DEAL;04/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;12/07/2025-00:00:00;
TRONXT;veh0000000000199;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000199;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000199;2;GER01PLANT->FRA01DEAL-278;
TRO;200;veh0000000000200;Standard;GER01PLANT;FRA01DEAL;04/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;15/07/2025-00:00:00;
TRONXT;veh0000000000200;GER01PLANT;04/07/2025-00:00:00;
TROPTH;veh0000000000200;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000200;2;GER01PLANT->FRA01DEAL-278;
TRO;201;veh0000000000201;Standard;GER01PLANT;FRA01DEAL;07/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;13/07/2025-00:00:00;
TRONXT;veh0000000000201;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000201;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000201;2;GER01PLANT->FRA01DEAL-278;
TRO;202;veh0000000000202;Standard;GER01PLANT;FRA01DEAL;07/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;17/07/2025-00:00:00;
TRONXT;veh0000000000202;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000202;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000202;2;GER01PLANT->FRA01DEAL-278;
TRO;203;veh0000000000203;Standard;GER01PLANT;FRA01DEAL;07/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;13/07/2025-00:00:00;
TRONXT;veh0000000000203;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000203;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000203;2;GER01PLANT->FRA01DEAL-278;
TRO;204;veh0000000000204;Standard;GER01PLANT;FRA01DEAL;07/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000204;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000204;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000204;2;GER01PLANT->FRA01DEAL-278;
TRO;205;veh0000000000205;Standard;GER01PLANT;FRA01DEAL;07/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;18/07/2025-00:00:00;
TRONXT;veh0000000000205;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000205;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000205;2;GER01PLANT->FRA01DEAL-278;
TRO;206;veh0000000000206;Standard;GER01PLANT;FRA01DEAL;07/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000206;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000206;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000206;2;GER01PLANT->FRA01DEAL-278;
TRO;207;veh0000000000207;Standard;GER01PLANT;FRA01DEAL;07/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;20/07/2025-00:00:00;
TRONXT;veh0000000000207;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000207;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000207;2;GER01PLANT->FRA01DEAL-278;
TRO;208;veh0000000000208;Standard;GER01PLANT;FRA01DEAL;07/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;18/07/2025-00:00:00;
TRONXT;veh0000000000208;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000208;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000208;2;GER01PLANT->FRA01DEAL-278;
TRO;209;veh0000000000209;Standard;GER01PLANT;FRA01DEAL;07/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000209;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000209;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000209;2;GER01PLANT->FRA01DEAL-278;
TRO;210;veh0000000000210;Standard;GER01PLANT;FRA01DEAL;07/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000210;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000210;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000210;2;GER01PLANT->FRA01DEAL-278;
TRO;211;veh0000000000211;Standard;GER01PLANT;FRA01DEAL;08/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;15/07/2025-00:00:00;
TRONXT;veh0000000000211;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000211;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000211;2;GER01PLANT->FRA01DEAL-278;
TRO;212;veh0000000000212;Standard;GER01PLANT;FRA01DEAL;08/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000212;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000212;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000212;2;GER01PLANT->FRA01DEAL-278;
TRO;213;veh0000000000213;Standard;GER01PLANT;FRA01DEAL;08/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000213;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000213;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000213;2;GER01PLANT->FRA01DEAL-278;
TRO;214;veh0000000000214;Standard;GER01PLANT;FRA01DEAL;08/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;15/07/2025-00:00:00;
TRONXT;veh0000000000214;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000214;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000214;2;GER01PLANT->FRA01DEAL-278;
TRO;215;veh0000000000215;Standard;GER01PLANT;FRA01DEAL;08/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000215;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000215;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000215;2;GER01PLANT->FRA01DEAL-278;
TRO;216;veh0000000000216;Standard;GER01PLANT;FRA01DEAL;09/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;20/07/2025-00:00:00;
TRONXT;veh0000000000216;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000216;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000216;2;GER01PLANT->FRA01DEAL-278;
TRO;217;veh0000000000217;Standard;GER01PLANT;FRA01DEAL;09/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;21/07/2025-00:00:00;
TRONXT;veh0000000000217;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000217;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000217;2;GER01PLANT->FRA01DEAL-278;
TRO;218;veh0000000000218;Standard;GER01PLANT;FRA01DEAL;09/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;23/07/2025-00:00:00;
TRONXT;veh0000000000218;GER01PLANT;09/07/2025-00:00:00;
